views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
7701,1,1282,2015-03-30,2018-10-02,61951,0,DA,1
1435,0,2067,2013-02-08,2018-10-07,62114,0,HU,0
32969,0,1628,2014-04-27,2018-10-11,62402,0,HU,1
9472,0,704,2016-11-07,2018-10-12,62405,0,DA,1
8381,1,2529,2011-10-13,2018-09-15,62481,0,NO,0
1390,1,1585,2014-06-05,2018-10-07,62512,0,NO,0
2458,0,883,2016-05-05,2018-10-05,62518,0,DA,1
10645,0,2780,2011-03-03,2018-10-12,62534,0,NO,0
2402,1,2037,2013-03-15,2018-10-12,62693,0,DA,1
1272,0,620,2017-01-16,2018-09-28,62767,0,HU,0
7969,1,1937,2013-06-20,2018-10-09,62779,0,DA,1
11145,1,630,2017-01-16,2018-10-08,62807,0,HU,1
11832,1,1246,2015-05-15,2018-10-12,62910,0,DA,1
13822,1,1357,2015-01-24,2018-10-12,63023,0,DA,1
2655,0,1719,2014-01-27,2018-10-12,63122,0,NO,0
2021,0,2068,2013-01-06,2018-09-05,63151,0,DA,0
1157,0,2260,2012-07-25,2018-10-02,63293,0,HU,0
5113,0,2247,2012-08-10,2018-10-05,63481,0,DA,0
135266,1,1208,2015-06-21,2018-10-11,63650,0,DA,1
36989,0,1666,2014-03-21,2018-10-12,63771,0,DA,1
35108,1,1852,2013-09-13,2018-10-09,63799,0,DA,1
2709,0,2237,2012-07-24,2018-09-08,63816,0,HU,0
877,0,2539,2011-10-30,2018-10-12,63861,0,NO,0
8809,0,1605,2014-05-21,2018-10-12,64056,0,NO,1
11236,1,1189,2015-07-11,2018-10-12,64227,0,NO,1
4781,0,1983,2013-05-07,2018-10-11,64284,0,NO,0
4061,0,2450,2012-01-25,2018-10-10,64422,0,DA,0
82590,1,2022,2013-03-30,2018-10-12,64534,0,HU,1
17851,1,1662,2014-03-25,2018-10-12,64642,0,NO,1
18270,1,2655,2011-07-06,2018-10-12,64774,0,NO,1
5359,0,1328,2015-02-22,2018-10-12,64790,0,NO,1
2348,0,1266,2015-04-21,2018-10-08,64844,0,DA,1
1914,1,1904,2013-07-23,2018-10-09,64908,0,HU,0
3533,1,1348,2015-01-05,2018-09-14,64960,0,NO,1
10301,1,2165,2012-11-07,2018-10-12,65019,0,NO,1
88168,1,2382,2012-04-04,2018-10-12,65034,0,HU,0
57863,1,2251,2012-08-13,2018-10-12,65098,0,HU,1
4561,1,2743,2011-04-05,2018-10-08,65288,0,NO,0
1915,1,219,2018-03-01,2018-10-06,65957,0,NO,1
272026,0,2625,2011-08-05,2018-10-12,66034,0,DA,0
2543,0,1110,2015-09-21,2018-10-05,66116,0,DA,1
12371,1,2387,2012-03-29,2018-10-11,66738,0,DA,0
107767,1,761,2016-09-11,2018-10-12,66838,0,DA,1
7193,0,2276,2012-07-15,2018-10-08,67073,0,DA,1
19903,1,1478,2014-09-24,2018-10-11,67257,0,DA,1
2189,1,975,2016-02-08,2018-10-10,67580,0,NO,1
190126,0,2072,2013-02-08,2018-10-12,67856,0,DA,1
2003,1,1518,2014-08-16,2018-10-12,67942,0,DA,0
11222,1,2626,2011-08-02,2018-10-10,68056,0,DA,1
4606,1,1876,2013-08-23,2018-10-12,68058,0,NO,1
1950,0,881,2016-05-14,2018-10-12,68291,0,DA,0
103286,0,1328,2015-02-22,2018-10-12,68510,0,HU,0
494,0,1864,2013-04-30,2018-06-07,68704,1,HU,0
13799,1,1923,2013-07-05,2018-10-10,69043,0,DA,1
10836,1,620,2017-01-30,2018-10-12,69116,0,NO,1
20019,1,741,2016-10-01,2018-10-12,69356,0,HU,1
1119,1,105,2018-02-19,2018-06-04,69371,1,DA,0
5992,1,1255,2015-03-20,2018-08-26,69510,0,HU,0
3670,0,1780,2013-10-30,2018-09-14,69530,0,HU,0
2880,0,1639,2014-04-13,2018-10-08,69560,0,HU,0
861,0,1613,2014-04-19,2018-09-18,69691,0,HU,0
6996,0,979,2016-02-06,2018-10-12,69729,0,DA,1
63575,1,829,2016-07-05,2018-10-12,69815,0,HU,1
13388,0,2482,2011-12-25,2018-10-11,69946,0,NO,1
13597,0,2115,2012-11-16,2018-09-01,70031,0,NO,0
7763,0,1858,2013-09-10,2018-10-12,70294,0,DA,1
11450,0,2150,2012-11-22,2018-10-12,70453,0,DA,1
4703,1,461,2017-07-02,2018-10-06,70765,0,HU,1
1724,1,975,2016-01-23,2018-09-24,70824,0,HU,0
6203,1,225,2018-02-28,2018-10-11,70959,0,DA,1
1711,1,2315,2012-06-09,2018-10-11,71041,0,NO,0
10272,1,2127,2012-12-06,2018-10-03,71134,0,DA,1
1043,1,2101,2012-12-31,2018-10-02,71152,0,HU,0
70111,1,2093,2013-01-18,2018-10-12,71304,0,HU,0
48421,1,2219,2012-09-14,2018-10-12,71361,0,DA,1
20863,1,1377,2015-01-04,2018-10-12,71539,0,NO,1
407,1,1627,2014-04-24,2018-10-07,71690,0,DA,0
2442,0,2592,2011-09-04,2018-10-09,71825,0,HU,0
10092,0,1224,2015-06-06,2018-10-12,71951,0,HU,1
10799,0,3283,2009-10-16,2018-10-12,71971,0,NO,0
2504,0,2049,2013-03-02,2018-10-11,72225,0,NO,0
891,0,417,2017-07-22,2018-09-12,72440,0,DA,0
5838,0,1916,2013-07-12,2018-10-10,72506,0,DA,1
4085,1,1212,2015-06-18,2018-10-12,72521,0,DA,1
14515,1,1355,2015-01-26,2018-10-12,72762,0,NO,1
4400,0,544,2017-04-16,2018-10-12,72773,0,DA,1
3952,1,1995,2013-04-21,2018-10-07,73143,0,DA,0
27697,1,1159,2015-08-10,2018-10-12,73592,0,NO,1
6539,1,1945,2013-06-15,2018-10-12,73737,0,HU,1
26803,0,3183,2010-01-20,2018-10-08,74126,0,NO,0
308061,0,2579,2011-09-20,2018-10-12,74457,0,NO,0
1378,1,1782,2013-11-24,2018-10-11,74498,0,HU,0
29587,1,1100,2015-10-08,2018-10-12,74573,0,HU,1
50476,0,1019,2015-12-28,2018-10-12,75037,0,DA,1
64492,1,1468,2014-10-05,2018-10-12,75326,0,NO,1
8387,1,1044,2015-12-02,2018-10-11,75461,0,DA,0
2260,0,2036,2013-03-15,2018-10-11,75554,0,DA,0
196564,0,1655,2014-03-31,2018-10-11,75594,0,HU,1
1059,0,1558,2014-04-07,2018-07-13,75673,0,NO,0
1475,0,2414,2012-03-01,2018-10-10,75872,0,NO,0
13270,1,1414,2014-11-28,2018-10-12,75930,0,DA,1
5048,0,722,2016-10-20,2018-10-12,75952,0,DA,1
645,0,1007,2016-01-02,2018-10-05,76105,0,DA,0
6693,1,1711,2014-02-04,2018-10-12,76423,0,NO,0
2429,1,1846,2013-09-22,2018-10-12,76444,0,DA,0
696209,0,1240,2015-05-21,2018-10-12,76660,0,DA,0
68908,1,1941,2013-06-18,2018-10-11,76672,0,HU,1
671538,1,2666,2011-06-25,2018-10-12,76749,0,DA,0
8484,1,2500,2011-12-08,2018-10-12,76780,0,HU,1
4273,0,288,2017-12-28,2018-10-12,76832,0,DA,1
254404,1,2332,2012-05-23,2018-10-11,76980,0,HU,0
10118,1,2091,2012-12-11,2018-09-02,77776,0,DA,0
18995,0,2791,2011-02-15,2018-10-07,78218,0,DA,1
2225,1,1775,2013-09-13,2018-07-24,78353,0,DA,0
18002,1,1123,2015-09-07,2018-10-04,78606,0,DA,1
25312,0,2154,2012-11-17,2018-10-11,78766,0,HU,1
75392,1,1317,2015-03-05,2018-10-12,78861,0,HU,1
4264,1,1275,2015-04-15,2018-10-11,79041,0,DA,1
28811,0,842,2016-06-22,2018-10-12,79044,0,HU,1
39372,1,875,2016-05-19,2018-10-11,79227,0,NO,1
20381,0,1889,2013-07-28,2018-09-29,79296,0,DA,1
42083,0,1495,2014-09-08,2018-10-12,79678,0,NO,1
9904,1,998,2016-01-15,2018-10-09,79706,0,DA,1
22366,0,599,2017-02-20,2018-10-12,79902,0,NO,1
27114,0,2401,2012-03-11,2018-10-07,80107,0,HU,0
81657,1,2765,2011-03-17,2018-10-11,80108,0,DA,0
37038,1,1342,2015-02-08,2018-10-12,80305,0,HU,1
25606,0,736,2016-10-06,2018-10-12,80557,0,NO,1
64,0,635,2016-10-17,2018-07-14,80722,0,HU,0
1541,0,1896,2013-07-28,2018-10-06,80896,0,NO,0
84575,1,1478,2014-09-25,2018-10-12,80915,0,DA,1
1233,1,295,2017-12-18,2018-10-09,81216,0,HU,1
14408,1,1332,2015-02-16,2018-10-10,81277,0,NO,1
10911,0,2294,2012-06-29,2018-10-10,81431,0,NO,1
680,0,518,2017-04-29,2018-09-29,81539,0,DA,0
8201,1,1839,2013-09-11,2018-09-24,81638,0,DA,0
1653,0,1941,2013-06-14,2018-10-07,81705,0,DA,1
1196,1,1709,2014-02-06,2018-10-12,81771,0,DA,0
6575,1,1121,2015-09-17,2018-10-12,81852,0,NO,0
3267,0,1775,2013-04-12,2018-02-20,81889,1,HU,0
1641,0,1841,2013-09-27,2018-10-12,82100,0,HU,0
2822,0,864,2016-05-30,2018-10-11,82102,0,DA,0
1222,0,503,2017-04-22,2018-09-07,82292,0,DA,1
5600,0,660,2016-12-21,2018-10-12,82308,0,DA,0
4991,0,860,2016-05-27,2018-10-04,82319,0,DA,1
1555,0,217,2018-02-27,2018-10-02,82513,0,DA,0
40539,0,2743,2011-04-06,2018-10-09,82581,0,NO,1
974,1,1451,2014-08-21,2018-08-11,82615,0,DA,0
42907,0,1868,2013-08-15,2018-09-26,82681,0,HU,0
1049,1,2015,2013-02-19,2018-08-27,82729,0,DA,0
1644,0,653,2016-12-26,2018-10-10,82736,0,NO,1
4365,1,2724,2011-04-24,2018-10-08,83149,0,NO,0
5483,0,2204,2012-09-26,2018-10-09,83166,0,HU,0
6112,0,2381,2012-04-03,2018-10-10,83316,0,NO,1
23744,0,2052,2013-02-27,2018-10-11,83441,0,NO,1
8615,0,715,2016-10-27,2018-10-12,83670,0,DA,1
13648,0,2574,2011-09-25,2018-10-12,83688,0,HU,1
2391,0,1006,2016-01-06,2018-10-08,84217,0,HU,1
2111,1,2744,2011-02-23,2018-08-29,84264,0,NO,0
24207,1,2151,2012-11-21,2018-10-12,84267,0,NO,1
5232,1,1607,2014-05-19,2018-10-12,84412,0,DA,1
57270,0,1053,2015-11-24,2018-10-12,84448,0,DA,1
3079,1,879,2016-05-13,2018-10-09,84657,0,DA,1
4124,1,1180,2015-07-19,2018-10-11,84695,0,NO,1
11386,1,1569,2014-06-24,2018-10-10,84708,0,NO,1
2086,0,926,2016-03-24,2018-10-06,84727,0,NO,0
41951,0,929,2016-03-26,2018-10-11,84816,0,DA,1
64982,0,1644,2014-04-10,2018-10-10,84948,0,HU,0
20624,0,2332,2012-05-24,2018-10-12,85031,0,DA,1
30077,0,1911,2013-07-04,2018-09-27,85053,0,DA,1
92854,1,942,2016-03-14,2018-10-12,85135,0,NO,1
2093,0,1411,2014-11-29,2018-10-10,85146,0,HU,0
348328,0,835,2016-06-29,2018-10-12,85223,0,DA,1
5032,1,1407,2014-12-05,2018-10-12,85399,0,NO,1
7042,1,1683,2014-03-04,2018-10-12,85422,0,NO,1
16769,1,337,2017-11-09,2018-10-12,85456,0,NO,1
1285991,0,731,2016-10-11,2018-10-12,85502,0,HU,0
11620,0,2603,2011-08-27,2018-10-12,85667,0,HU,0
14398,0,1251,2015-05-09,2018-10-11,85761,0,NO,0
16946,1,2526,2011-11-12,2018-10-12,85793,0,NO,1
722,0,1313,2015-02-28,2018-10-03,85984,0,DA,0
542264,0,1195,2015-07-05,2018-10-12,86114,0,NO,0
46359,1,1741,2014-01-05,2018-10-12,86351,0,DA,1
2268,0,1819,2013-10-19,2018-10-12,86388,0,HU,0
87647,1,1383,2014-12-29,2018-10-12,86609,0,HU,1
21269,1,1841,2013-09-27,2018-10-12,86617,0,HU,1
2496,1,1534,2014-05-20,2018-08-01,86828,0,DA,0
1694668,0,1281,2015-04-10,2018-10-12,86897,0,NO,0
1724,1,2110,2012-12-27,2018-10-07,86931,0,HU,0
84361,0,1903,2013-07-27,2018-10-12,87059,0,NO,1
18064,0,1727,2014-01-19,2018-10-12,87104,0,DA,1
3166,0,1976,2013-05-12,2018-10-09,87362,0,DA,0
5477,0,2438,2012-02-07,2018-10-11,87388,0,HU,0
1967,0,932,2016-03-24,2018-10-12,87682,0,HU,0
1793,0,1765,2013-12-12,2018-10-12,87799,0,HU,0
6386,1,3246,2009-11-22,2018-10-12,87819,0,DA,1
8057,0,2356,2012-04-29,2018-10-11,88138,0,HU,0
1254539,1,1152,2015-08-17,2018-10-12,88196,0,HU,0
15680,1,2699,2011-05-21,2018-10-10,88796,0,DA,0
16520,1,2549,2011-09-28,2018-09-20,88833,0,HU,0
4128,0,2127,2012-12-06,2018-10-03,88856,0,DA,0
12099,1,1772,2013-12-01,2018-10-08,88917,0,NO,0
18454,0,1514,2014-07-24,2018-09-15,89078,0,DA,0
8375,0,2235,2012-08-29,2018-10-12,89370,0,DA,1
3990,0,1721,2014-01-25,2018-10-12,89375,0,NO,1
354,0,1285,2015-03-30,2018-10-05,89604,0,DA,0
5982,0,1441,2014-11-01,2018-10-12,89665,0,HU,0
6015,1,2071,2013-02-09,2018-10-12,89722,0,NO,0
4469,0,2021,2013-03-30,2018-10-11,89774,0,NO,0
26484,0,555,2017-04-05,2018-10-12,89798,0,HU,1
1935,1,1719,2014-01-16,2018-10-01,90165,0,NO,0
482414,1,2556,2011-10-13,2018-10-12,90315,0,DA,0
16155,1,2371,2012-04-11,2018-10-08,90380,0,NO,1
16602,1,957,2016-02-28,2018-10-12,90422,0,DA,1
4067,0,800,2016-08-03,2018-10-12,90506,0,DA,1
8791,0,2373,2012-04-10,2018-10-09,90720,0,NO,1
16182,0,1227,2015-06-03,2018-10-12,90733,0,NO,1
5455,0,708,2016-10-21,2018-09-29,90885,0,HU,1
15811,0,931,2016-03-25,2018-10-12,90994,0,HU,1
480,0,1948,2013-06-10,2018-10-10,91104,0,NO,0
9747,0,1902,2013-07-24,2018-10-08,91462,0,DA,1
82628,1,1770,2013-12-07,2018-10-12,91741,0,DA,1
2340180,0,1562,2014-07-03,2018-10-12,91877,0,DA,0
3625,1,939,2016-03-17,2018-10-12,91880,0,DA,1
6220,1,969,2016-02-16,2018-10-12,92079,0,DA,1
2865,0,1618,2014-05-03,2018-10-07,92084,0,NO,0
41929,1,1520,2014-08-13,2018-10-11,92263,0,HU,1
5005,0,801,2016-08-01,2018-10-11,92357,0,HU,0
2327,1,2046,2013-02-12,2018-09-20,92444,0,NO,0
1964,1,1477,2014-09-26,2018-10-12,92704,0,NO,1
84118,1,2580,2011-09-19,2018-10-12,92705,0,DA,1
17324,0,1266,2015-04-25,2018-10-12,92753,0,HU,0
105166,1,1099,2015-10-09,2018-10-12,92883,0,HU,0
221137,0,1948,2013-06-12,2018-10-12,93005,0,HU,0
885,1,1575,2014-06-13,2018-10-05,93133,0,NO,0
14856,1,1876,2013-08-22,2018-10-11,93150,0,NO,1
766,0,1978,2013-03-19,2018-08-18,93199,0,DA,0
25497,1,2355,2012-05-01,2018-10-12,93402,0,NO,1
10860,0,1787,2013-11-07,2018-09-29,93559,0,DA,0
14173,1,2031,2013-03-20,2018-10-11,93913,0,DA,1
35487,0,326,2017-11-19,2018-10-11,94071,0,DA,1
30169,0,732,2016-10-10,2018-10-12,94249,0,DA,1
2630,0,1309,2015-03-12,2018-10-11,94272,0,DA,0
16131,1,2518,2011-10-28,2018-09-19,94317,0,DA,1
84611,0,2532,2011-11-06,2018-10-12,94425,0,HU,0
22499,1,498,2017-06-01,2018-10-12,94427,0,NO,1
55654,1,962,2016-02-20,2018-10-09,94653,0,HU,1
2069,0,2083,2013-01-01,2018-09-15,94656,0,DA,1
2030,0,393,2017-09-11,2018-10-09,94844,0,NO,1
63197,0,2107,2013-01-04,2018-10-12,94926,0,DA,1
3940,0,2167,2012-11-05,2018-10-12,95262,0,DA,1
3715339,0,1830,2013-10-08,2018-10-12,95426,0,DA,0
1683,0,191,2018-02-22,2018-09-01,95783,0,HU,0
3388,0,963,2016-02-22,2018-10-12,96095,0,HU,1
348224,0,2492,2011-12-16,2018-10-12,96278,0,DA,1
36281,1,1749,2013-12-26,2018-10-10,96388,0,DA,0
5381,0,1170,2015-07-30,2018-10-12,96459,0,NO,1
69263,1,1548,2014-07-15,2018-10-10,96553,0,NO,1
4539,0,1763,2013-12-13,2018-10-11,96589,0,DA,1
13830,0,1433,2014-11-09,2018-10-12,96736,0,HU,0
18621,1,757,2016-09-10,2018-10-07,96748,0,DA,1
1015,0,1046,2015-11-21,2018-10-02,97127,0,DA,0
7760,0,877,2016-05-18,2018-10-12,97163,0,DA,0
4813,0,754,2016-09-18,2018-10-12,97215,0,HU,1
8887,0,806,2016-07-27,2018-10-11,97231,0,NO,1
4562,0,877,2016-05-18,2018-10-12,97377,0,NO,1
2595,0,1264,2015-04-03,2018-09-18,97453,0,NO,0
103250,1,1085,2015-10-23,2018-10-12,97783,0,DA,1
10582,1,1432,2014-11-09,2018-10-11,97784,0,DA,1
10800,1,423,2017-08-15,2018-10-12,97788,0,HU,1
33292,0,945,2016-03-09,2018-10-10,97901,0,DA,1
5475,0,2356,2012-04-25,2018-10-07,98024,0,HU,0
1570,0,396,2017-09-11,2018-10-12,98085,0,NO,0
2325,1,478,2017-06-21,2018-10-12,98163,0,HU,1
46657,0,741,2016-10-01,2018-10-12,98330,0,HU,1
22835,1,2251,2012-08-13,2018-10-12,98350,0,HU,0
14960,0,672,2016-12-09,2018-10-12,98354,0,DA,1
7202,0,1028,2015-12-19,2018-10-12,98487,0,HU,1
4696,0,1102,2015-10-03,2018-10-09,98637,0,NO,0
1192018,0,1769,2013-12-08,2018-10-12,98640,0,HU,0
506387,1,2507,2011-12-01,2018-10-12,98839,0,NO,0
2890,0,1393,2014-12-18,2018-10-11,98944,0,DA,1
8771,1,2606,2011-06-19,2018-08-07,98970,0,DA,1
5263,0,1594,2014-05-31,2018-10-11,99112,0,DA,1
34975,0,2787,2011-02-23,2018-10-11,99238,0,NO,1
3758,0,1001,2016-01-13,2018-10-10,99497,0,NO,0
1788,0,267,2018-01-17,2018-10-11,99579,0,HU,1
18117,1,2055,2013-02-24,2018-10-11,99647,0,HU,0
5022,1,2122,2012-12-20,2018-10-12,99675,0,DA,1
51846,1,1952,2013-06-08,2018-10-12,99687,0,DA,1
6065,0,744,2016-09-16,2018-09-30,99755,0,DA,1
1678,0,827,2016-06-25,2018-09-30,99781,0,NO,1
21917,0,1118,2015-09-20,2018-10-12,99804,0,DA,1
2739,1,1684,2014-03-03,2018-10-12,99944,0,DA,1
10965,1,1703,2014-02-11,2018-10-11,99945,0,NO,0
11666,1,2408,2012-03-04,2018-10-07,100024,0,DA,0
12619,0,484,2017-06-15,2018-10-12,100202,0,NO,1
4916,1,1492,2014-09-10,2018-10-11,100367,0,DA,0
22261,0,482,2017-06-17,2018-10-12,100405,0,DA,1
27217,1,625,2017-01-24,2018-10-11,100412,0,NO,1
34396,0,1231,2015-05-30,2018-10-12,100518,0,HU,1
14432,1,2291,2012-07-04,2018-10-12,100625,0,HU,0
4127,1,1061,2015-11-15,2018-10-11,100743,0,HU,1
5500,0,319,2017-11-27,2018-10-12,100812,0,NO,1
16626,0,681,2016-11-30,2018-10-12,100999,0,DA,1
2176,0,1225,2015-06-05,2018-10-12,101161,0,HU,0
50846,1,1560,2014-07-04,2018-10-11,101320,0,DA,1
7418,0,506,2017-05-23,2018-10-11,101506,0,NO,1
5867,1,1079,2015-10-29,2018-10-12,101853,0,HU,1
3673,0,392,2017-09-15,2018-10-12,102149,0,DA,1
1927476,0,2578,2011-09-21,2018-10-12,102194,0,HU,0
2240,1,1195,2013-07-28,2016-11-04,102215,1,DA,0
28388,0,1564,2014-07-01,2018-10-12,102691,0,DA,0
2238,1,1556,2014-06-26,2018-09-29,102776,0,HU,0
4573,0,1762,2013-11-24,2018-09-21,102931,0,NO,0
194181,1,1356,2015-01-25,2018-10-12,103055,0,HU,1
18650,0,1666,2014-03-21,2018-10-12,103365,0,HU,1
18706,1,697,2016-11-14,2018-10-12,103605,0,HU,1
4904,0,863,2016-05-28,2018-10-08,103740,0,HU,1
2289,0,1127,2015-09-08,2018-10-09,103741,0,DA,0
5255,1,455,2017-07-14,2018-10-12,103760,0,HU,0
6878,1,618,2017-02-01,2018-10-12,103941,0,DA,1
1668,0,334,2017-11-12,2018-10-12,103980,0,NO,1
1001980,0,2499,2011-12-09,2018-10-12,103990,0,DA,0
15938,0,1274,2015-04-14,2018-10-09,104034,0,DA,1
2674,0,1189,2015-07-06,2018-10-07,104134,0,HU,0
4577,0,2244,2012-08-17,2018-10-09,104155,0,DA,1
734,1,1808,2013-10-27,2018-10-09,104269,0,HU,0
15254,1,1985,2013-05-06,2018-10-12,104324,0,HU,0
6635,1,347,2017-10-30,2018-10-12,104341,0,HU,1
84023,1,1555,2014-07-10,2018-10-12,104518,0,DA,1
3167,1,1653,2014-04-03,2018-10-12,104549,0,NO,1
7505,0,2626,2011-07-16,2018-09-23,104577,0,NO,0
22946,0,2017,2013-04-03,2018-10-11,104613,0,NO,1
162709,1,1055,2015-11-22,2018-10-12,104620,0,DA,1
838,1,1302,2014-09-09,2018-04-03,104860,1,NO,0
1163,0,1813,2013-10-25,2018-10-12,104936,0,HU,0
3850,0,2225,2012-08-30,2018-10-03,105332,0,HU,0
3391,0,752,2016-09-20,2018-10-12,105497,0,HU,0
69117,1,1230,2015-05-31,2018-10-12,105784,0,HU,1
1734,1,1837,2013-09-24,2018-10-05,106040,0,DA,0
16963,0,1201,2015-06-29,2018-10-12,106078,0,HU,1
161040,0,2245,2012-08-19,2018-10-12,106313,0,HU,0
6915,0,1612,2014-05-14,2018-10-12,106425,0,HU,0
1628041,1,2068,2013-02-12,2018-10-12,106608,0,HU,0
224281,0,2032,2013-03-20,2018-10-12,106698,0,HU,0
3169,0,1859,2013-09-09,2018-10-12,106837,0,HU,1
11146,0,1801,2013-11-04,2018-10-10,107003,0,NO,1
32216,1,2615,2011-08-15,2018-10-12,107028,0,HU,1
4367,0,1253,2015-05-07,2018-10-11,107095,0,NO,1
83945,0,1525,2014-08-09,2018-10-12,107220,0,DA,1
1207,1,684,2016-11-27,2018-10-12,107354,0,NO,0
2985,0,1961,2013-05-29,2018-10-11,107384,0,DA,0
1924,1,1878,2013-08-21,2018-10-12,107538,0,HU,0
14224,1,1841,2013-09-27,2018-10-12,107858,0,HU,1
4778,1,1172,2015-07-27,2018-10-11,107901,0,DA,1
7889,0,605,2017-02-14,2018-10-12,107980,0,HU,1
2996,1,1255,2015-05-06,2018-10-12,108090,0,HU,1
1831,0,1529,2014-08-03,2018-10-10,108101,0,NO,1
2890,1,1220,2015-06-10,2018-10-12,108383,0,DA,1
2934,0,607,2017-02-12,2018-10-12,108416,0,DA,1
54529,1,441,2017-07-28,2018-10-12,108523,0,HU,1
39079,1,2323,2012-05-29,2018-10-08,108566,0,NO,1
280658,0,442,2017-07-27,2018-10-12,108839,0,HU,0
2884,0,2083,2013-01-27,2018-10-11,108851,0,HU,1
5845,0,1937,2013-06-21,2018-10-10,108862,0,DA,0
16256,1,1775,2013-12-02,2018-10-12,109007,0,HU,0
9590,1,1974,2013-05-17,2018-10-12,109107,0,DA,0
8599,1,622,2017-01-24,2018-10-08,109219,0,DA,1
3321,1,483,2017-06-15,2018-10-11,109255,0,DA,1
2899,0,2107,2013-01-04,2018-10-12,109296,0,NO,1
6914,1,1374,2015-01-06,2018-10-11,109412,0,DA,0
5282,1,370,2017-10-06,2018-10-11,109629,0,HU,1
9170,1,2788,2011-02-23,2018-10-12,109768,0,DA,1
3206,0,660,2016-12-20,2018-10-11,109878,0,NO,1
4087,0,1865,2013-08-31,2018-10-09,110156,0,NO,0
4356,1,800,2016-08-03,2018-10-12,110210,0,HU,0
1279,0,2829,2011-01-09,2018-10-08,110371,0,NO,0
57812,0,2211,2012-09-20,2018-10-10,110375,0,DA,1
668,0,1000,2015-11-21,2018-08-17,110441,0,DA,0
946,0,1933,2013-06-20,2018-10-05,110623,0,NO,0
1405,0,2907,2010-10-22,2018-10-07,110946,0,NO,0
2498,1,1737,2014-01-08,2018-10-11,110957,0,DA,1
18596,0,2191,2012-10-12,2018-10-12,111024,0,HU,0
8014,1,2734,2011-02-27,2018-08-23,111087,0,HU,0
5884,0,1619,2014-05-07,2018-10-12,111153,0,NO,1
2964,0,2499,2011-12-06,2018-10-09,111325,0,HU,0
529,1,2005,2013-03-25,2018-09-20,111448,0,HU,0
9625,1,678,2016-12-01,2018-10-10,111589,0,HU,0
71052,0,2112,2012-12-30,2018-10-12,111678,0,DA,1
74571,0,584,2017-03-07,2018-10-12,112045,0,DA,1
940,0,2330,2012-05-15,2018-10-01,112113,0,NO,0
68107,0,2322,2012-05-28,2018-10-06,112120,0,HU,0
2604,0,917,2016-04-06,2018-10-10,112137,0,DA,1
8457,0,2904,2010-10-30,2018-10-12,112593,0,NO,1
1550,0,419,2017-07-14,2018-09-06,112781,0,HU,0
491949,1,1500,2014-09-03,2018-10-12,113146,0,NO,0
17315463,1,1594,2014-06-01,2018-10-12,113197,0,HU,0
4257,0,446,2017-07-16,2018-10-05,113273,0,DA,1
12272,1,651,2016-12-30,2018-10-12,113438,0,DA,1
14579,1,2282,2012-07-13,2018-10-12,113533,0,DA,1
41203,1,1336,2015-02-14,2018-10-12,113536,0,HU,1
2256,0,1521,2014-08-09,2018-10-08,113595,0,NO,0
17749,0,1003,2016-01-13,2018-10-12,113600,0,NO,1
18720,1,1200,2015-06-21,2018-10-03,113871,0,DA,1
10583,0,636,2017-01-14,2018-10-12,113874,0,NO,1
4465,0,1789,2013-10-05,2018-08-29,114629,0,NO,0
53268,0,1194,2015-07-05,2018-10-11,114665,0,NO,1
671,0,1394,2013-10-16,2017-08-10,114680,1,DA,0
1970985,0,2262,2012-08-02,2018-10-12,114744,0,DA,0
42325,0,1536,2014-07-29,2018-10-12,114801,0,HU,1
21401,0,650,2016-12-31,2018-10-12,115070,0,NO,1
1605,1,1653,2014-02-15,2018-08-26,115211,0,NO,0
1869,1,1689,2014-02-14,2018-09-30,115418,0,NO,0
5801,0,2105,2013-01-04,2018-10-10,115461,0,DA,1
4602,1,1597,2014-05-29,2018-10-12,115561,0,DA,0
2928,0,774,2016-08-28,2018-10-11,115779,0,NO,1
9465,0,2048,2013-03-03,2018-10-11,115984,0,NO,0
29239,1,847,2016-06-17,2018-10-12,116037,0,DA,1
3314,0,1277,2015-04-14,2018-10-12,116236,0,NO,0
16497,1,2316,2012-06-09,2018-10-12,116273,0,DA,1
757203,0,2045,2013-03-07,2018-10-12,116462,0,HU,0
1447,1,1822,2013-08-07,2018-08-03,116467,0,NO,0
379731,1,996,2016-01-20,2018-10-12,116724,0,HU,0
5991,1,1528,2014-08-06,2018-10-12,116742,0,HU,1
75499,1,1569,2014-06-26,2018-10-12,117018,0,DA,0
610,1,1862,2013-08-30,2018-10-05,117073,0,NO,0
2365,0,2086,2013-01-24,2018-10-11,117079,0,HU,1
6390,1,2396,2012-03-21,2018-10-12,117136,0,NO,0
2644,0,1205,2015-06-25,2018-10-12,117240,0,HU,1
4876,0,2574,2011-09-24,2018-10-11,117530,0,HU,0
3814,1,955,2016-03-01,2018-10-12,117650,0,HU,1
6025,1,2515,2011-11-17,2018-10-06,118205,0,NO,0
2794,0,220,2018-02-01,2018-09-09,118319,0,HU,1
8973,0,838,2016-06-26,2018-10-12,118445,0,HU,0
111327,0,3330,2009-07-09,2018-08-21,118453,0,HU,0
5999,1,913,2016-04-10,2018-10-10,118538,0,HU,1
2857,0,1914,2013-07-16,2018-10-12,118724,0,DA,0
8892,1,1988,2013-05-03,2018-10-12,118725,0,DA,1
516,1,1486,2014-09-16,2018-10-11,118746,0,HU,0
